Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Neighborhood,House Style,Overall Qual,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,Age Sold,TotBath Bsmt,TotBath AbvGr
278,50,RL,89.0,11792,Reg,Inside,Edwards,1.5Fin,4,1950,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0.0,Ex,792,328,1120,2,1,Fa,5,0,0,Detchd,1956.0,Unf,2.0,480.0,0,0,64000,62,0.0,1
2522,120,RL,40.0,3876,IR1,Inside,Greens,1Story,8,1978,Gable,Wd Sdng,Plywood,None,0.0,Gd,CBlock,Gd,Gd,GLQ,652.0,TA,1226,0,1226,1,1,Gd,4,1,TA,Attchd,1978.0,Fin,2.0,484.0,133,60,170000,28,1.0,1
434,60,RL,107.0,13891,Reg,Inside,NridgHt,2Story,9,2009,Hip,VinylSd,VinylSd,Stone,424.0,Ex,PConc,Ex,Gd,Unf,0.0,Ex,1734,1088,2822,4,1,Ex,12,1,Gd,BuiltIn,2009.0,RFn,3.0,1020.0,52,170,582933,1,0.0,4
2683,30,RM,50.0,6000,Reg,Inside,OldTown,1Story,6,1980,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,BLQ,397.0,Gd,1103,0,1103,2,1,Gd,5,1,Gd,Detchd,1976.0,Unf,2.0,440.0,166,120,110500,81,0.0,1
2173,20,RL,80.0,8240,Reg,Inside,Edwards,1Story,6,1960,Hip,HdBoard,HdBoard,Stone,198.0,TA,CBlock,TA,No,Unf,0.0,Gd,1179,0,1179,2,1,TA,5,0,0,Attchd,1960.0,Fin,2.0,622.0,0,0,110000,47,0.0,1
1066,60,RL,85.0,10625,Reg,Inside,NridgHt,2Story,7,2004,Gable,VinylSd,VinylSd,BrkFace,292.0,Gd,PConc,Gd,No,GLQ,866.0,Ex,1006,1040,2046,3,1,Gd,8,1,Gd,BuiltIn,2003.0,RFn,3.0,871.0,320,62,284000,5,1.0,3
1261,60,RL,70.0,9247,IR1,Inside,NAmes,2Story,6,1962,Gable,HdBoard,HdBoard,BrkFace,318.0,TA,CBlock,TA,No,Rec,319.0,Ex,858,858,1716,4,1,TA,8,1,Gd,Attchd,1962.0,Fin,2.0,490.0,0,84,171000,46,0.0,2
537,60,RL,96.0,10628,IR1,Corner,SawyerW,2Story,7,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Gd,Unf,0.0,Ex,871,941,1812,3,1,Gd,8,0,0,BuiltIn,2004.0,RFn,2.0,478.0,146,91,193000,5,0.0,3
2301,20,RL,69.05520046484602,11000,IR2,Corner,Mitchel,1Story,5,2003,Gable,Plywood,Plywood,None,0.0,TA,PConc,Gd,No,LwQ,1090.0,TA,1178,0,1178,3,1,TA,6,0,0,Attchd,1976.0,Unf,2.0,502.0,0,44,135000,31,1.0,2
2854,70,RL,54.0,9399,Reg,Inside,Crawfor,2.5Unf,7,1950,Gable,MetalSd,Stucco,None,0.0,TA,BrkTil,TA,Mn,Unf,0.0,TA,818,818,1636,4,1,Gd,7,1,Gd,Detchd,1919.0,Unf,1.0,288.0,0,0,167000,87,0.0,2
2649,20,RM,60.0,7200,Reg,Inside,OldTown,1Story,4,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0.0,Ex,864,0,864,2,1,TA,5,0,0,Detchd,1952.0,RFn,1.0,528.0,0,0,105000,56,0.0,1
2776,20,RL,78.0,10264,IR1,Inside,CollgCr,1Story,7,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,Av,ALQ,1162.0,Ex,1588,0,1588,3,1,Gd,6,0,0,Attchd,1999.0,RFn,2.0,472.0,158,29,214000,7,0.0,2
2403,60,RL,69.05520046484602,13215,IR1,Corner,NridgHt,2Story,8,2004,Gable,VinylSd,VinylSd,BrkFace,112.0,Gd,PConc,Gd,No,GLQ,994.0,Ex,1426,488,1914,3,1,Gd,9,1,TA,BuiltIn,2004.0,RFn,3.0,746.0,168,127,279000,2,1.0,3
2355,80,RL,81.0,10530,Reg,Inside,NWAmes,SLvl,6,2000,Gable,Plywood,Plywood,BrkFace,248.0,TA,CBlock,TA,No,ALQ,548.0,TA,1109,766,1875,3,1,Gd,8,1,TA,Attchd,1975.0,RFn,2.0,485.0,48,28,184500,31,0.0,3
1983,50,RM,50.0,6000,Reg,Inside,OldTown,1.5Fin,3,2002,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,331.0,Ex,679,504,1183,2,1,TA,6,0,0,Detchd,1981.0,Unf,1.0,308.0,0,176,120000,59,0.0,2
547,60,RL,70.0,7703,Reg,Inside,SawyerW,2Story,6,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,No,GLQ,52.0,Ex,833,897,1730,3,1,Gd,6,0,0,Attchd,1992.0,RFn,2.0,528.0,0,91,171500,17,0.0,3
1842,160,FV,35.0,4251,IR1,Inside,Somerst,2Story,7,2007,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,625,625,1250,2,1,Gd,5,0,0,Detchd,2006.0,RFn,2.0,528.0,0,54,164700,1,0.0,3
2748,60,RL,88.0,12128,IR1,Inside,SawyerW,2Story,6,1989,Gable,HdBoard,HdBoard,BrkFace,232.0,Gd,CBlock,Gd,No,ALQ,549.0,Ex,1313,1246,2559,4,1,Ex,9,1,TA,Attchd,1989.0,RFn,2.0,506.0,0,245,209000,17,0.0,3
2425,120,RM,69.05520046484602,3072,Reg,Inside,Blmngtn,1Story,7,2004,Hip,VinylSd,VinylSd,BrkFace,18.0,Gd,PConc,Gd,No,GLQ,1059.0,Ex,1548,0,1548,2,1,Gd,7,1,TA,Attchd,2004.0,Fin,2.0,388.0,143,20,225000,2,1.0,2
2114,60,RL,69.05520046484602,14364,IR1,Inside,SawyerW,2Story,7,1989,Gable,Plywood,Plywood,BrkFace,128.0,Gd,CBlock,Gd,Gd,GLQ,1065.0,Ex,1180,882,2062,3,1,TA,7,1,Gd,Attchd,1988.0,Fin,2.0,454.0,60,55,277000,19,1.0,3
1890,20,RL,70.0,8680,Reg,Inside,NAmes,1Story,5,1960,Hip,CemntBd,CmentBd,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,894,0,894,3,1,TA,5,0,0,Detchd,1965.0,Unf,1.0,312.0,0,0,117600,47,0.0,1
621,50,RL,80.0,9600,Reg,Inside,NAmes,1.5Fin,6,2005,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,120.0,Ex,1112,556,1668,3,1,TA,6,0,0,Attchd,1950.0,Unf,1.0,271.0,0,0,140000,59,0.0,2
1427,20,RL,91.0,11778,Reg,Inside,CollgCr,1Story,9,2008,Hip,VinylSd,VinylSd,Stone,402.0,Ex,PConc,Ex,Av,GLQ,1153.0,Ex,1766,0,1766,3,1,Ex,8,2,Gd,Attchd,2008.0,Fin,3.0,874.0,216,36,395039,0,1.0,3
2472,20,RL,91.0,11024,IR1,Corner,SawyerW,1Story,7,2006,Gable,VinylSd,VinylSd,BrkFace,118.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,1400,0,1400,3,1,Gd,6,0,0,Attchd,2005.0,RFn,2.0,612.0,144,55,186800,1,0.0,2
610,60,RL,69.05520046484602,8970,IR1,Corner,NAmes,2Story,5,1965,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,388.0,TA,825,1315,2140,4,1,TA,7,1,TA,Attchd,1965.0,Fin,2.0,549.0,0,40,177500,44,0.0,3
1950,30,RL,60.0,10800,Reg,Inside,OldTown,1Story,4,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0.0,TA,968,0,968,4,1,TA,5,0,0,Detchd,1928.0,Unf,1.0,216.0,0,0,64500,80,0.0,2
94,120,FV,25.0,4835,IR1,CulDSac,Somerst,1Story,7,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Ex,Av,GLQ,1298.0,Ex,1488,0,1488,2,1,Gd,6,1,Gd,Attchd,2004.0,Fin,2.0,506.0,168,50,260000,6,1.0,2
1745,20,RL,53.0,3710,Reg,Inside,Blmngtn,1Story,7,2007,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,1266,0,1266,2,1,Gd,6,1,Gd,Attchd,2007.0,Fin,2.0,388.0,100,16,185485,0,0.0,2
744,30,RM,51.0,6120,Reg,Corner,BrkSide,1Story,5,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,BLQ,209.0,TA,875,0,875,2,1,TA,5,0,0,Detchd,1931.0,Unf,1.0,180.0,48,0,105000,78,1.0,1
1859,80,RL,80.0,9600,Reg,FR2,Veenker,SLvl,6,1994,Hip,Plywood,Plywood,BrkFace,360.0,Gd,CBlock,TA,No,Unf,0.0,Ex,1094,761,1855,3,1,TA,7,1,TA,Attchd,1976.0,RFn,2.0,512.0,113,100,187000,31,0.0,3
2343,20,RL,91.0,14145,Reg,Corner,NWAmes,1Story,7,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,Gd,Mn,ALQ,213.0,Ex,1621,0,1621,3,1,Gd,8,0,0,Attchd,1984.0,RFn,2.0,440.0,108,45,202500,22,1.0,2
1713,20,RL,70.0,9926,IR1,Inside,NridgHt,1Story,7,2006,Gable,VinylSd,VinylSd,BrkFace,210.0,Gd,PConc,Gd,Mn,GLQ,1178.0,Ex,1614,0,1614,3,1,Gd,7,0,0,Attchd,2005.0,RFn,3.0,878.0,100,38,245700,2,1.0,2
1816,160,RL,50.0,8012,Reg,Inside,SawyerW,2Story,6,1980,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Unf,0.0,Ex,630,636,1266,2,1,TA,5,2,TA,Attchd,1980.0,RFn,1.0,283.0,340,0,128000,27,0.0,2
2390,60,RL,80.0,10240,Reg,Inside,NridgHt,2Story,8,2005,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,PConc,Gd,Mn,Unf,0.0,Gd,1038,1060,2098,3,1,Ex,8,1,Gd,Attchd,2005.0,RFn,3.0,878.0,192,52,275500,1,0.0,3
364,60,RL,69.05520046484602,10762,IR1,CulDSac,Gilbert,2Story,7,1999,Gable,VinylSd,VinylSd,None,344.0,Gd,PConc,Gd,No,GLQ,694.0,Ex,1005,978,1983,3,1,Gd,9,1,TA,Attchd,1999.0,Fin,2.0,490.0,0,0,225000,10,0.0,3
684,80,RL,80.0,8000,Reg,Inside,NAmes,SLvl,5,1959,Gable,BrkFace,Plywood,None,0.0,TA,CBlock,Gd,Av,GLQ,433.0,TA,1183,0,1183,3,1,TA,6,0,0,Attchd,1959.0,RFn,1.0,288.0,0,0,138000,50,1.0,1
32,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,1971,Gable,HdBoard,ImStucc,BrkFace,381.0,TA,CBlock,TA,No,Unf,0.0,TA,525,567,1092,3,1,TA,6,0,0,Detchd,1971.0,Unf,1.0,264.0,0,0,88000,39,0.0,2
1698,60,RL,105.0,13693,Reg,Inside,NridgHt,2Story,9,2006,Hip,VinylSd,VinylSd,BrkFace,772.0,Ex,PConc,Gd,Av,Unf,0.0,Ex,2069,574,2643,3,1,Ex,9,1,Gd,BuiltIn,2006.0,Fin,3.0,694.0,414,84,380000,1,0.0,3
1129,20,FV,85.0,10625,Reg,Inside,Somerst,1Story,8,2007,Gable,VinylSd,VinylSd,BrkFace,292.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,1660,0,1660,3,1,Gd,7,1,Gd,Attchd,2007.0,Fin,3.0,660.0,133,120,256000,1,0.0,2
165,20,RL,60.0,7200,Reg,Corner,NAmes,1Story,5,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Mn,BLQ,234.0,TA,900,0,900,3,1,Gd,5,0,0,Detchd,2005.0,Unf,2.0,576.0,222,32,134800,59,1.0,1
935,160,RM,24.0,1612,Reg,Inside,Blueste,2Story,6,1980,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,No,Unf,0.0,TA,561,668,1229,2,1,TA,5,1,TA,Attchd,1980.0,Fin,2.0,462.0,154,0,121000,29,0.0,2
1802,60,FV,84.0,10207,Reg,Inside,Somerst,2Story,7,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,874,887,1761,3,1,Gd,7,0,0,Attchd,2007.0,Fin,2.0,578.0,144,105,227875,0,0.0,3
250,20,RL,64.0,10475,IR1,Corner,CollgCr,1Story,8,2008,Gable,VinylSd,VinylSd,Stone,72.0,Gd,PConc,Gd,Av,Unf,0.0,Ex,1694,0,1694,3,1,Gd,7,0,0,Attchd,2008.0,RFn,3.0,776.0,160,33,245350,2,0.0,2
236,30,RL,85.0,10625,Reg,Corner,Edwards,1Story,5,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,ALQ,108.0,Fa,835,0,835,2,1,TA,5,0,0,Basment,1920.0,Unf,1.0,366.0,0,0,83000,90,0.0,1
2117,60,RL,69.05520046484602,53107,IR2,Corner,ClearCr,2Story,6,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,Av,GLQ,985.0,Ex,1079,874,1953,3,1,Gd,9,2,Fa,Attchd,1992.0,Fin,2.0,501.0,216,231,240000,15,1.0,3
2029,45,RM,40.0,5680,Reg,Inside,OldTown,1.5Fin,5,1950,Gable,AsbShng,AsbShng,None,0.0,TA,CBlock,TA,No,Unf,0.0,TA,933,240,1173,3,1,TA,7,0,0,Detchd,1920.0,Unf,1.0,240.0,0,25,113000,106,0.0,2
636,20,RL,66.0,12400,IR1,Inside,NAmes,1Story,6,1998,Hip,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,CBlock,TA,No,Rec,585.0,TA,1215,0,1215,3,1,TA,6,0,0,Attchd,1958.0,Unf,1.0,297.0,0,0,155000,51,0.0,1
1155,20,RL,65.0,6768,IR1,Inside,Sawyer,1Story,6,1996,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Mn,GLQ,832.0,Gd,912,0,912,3,1,Gd,5,0,0,Detchd,1962.0,Unf,1.0,288.0,168,0,142000,47,2.0,1
739,45,RM,50.0,6000,Reg,Inside,BrkSide,1.5Unf,6,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,TA,No,Unf,0.0,Gd,904,0,904,2,1,TA,4,0,0,Detchd,1926.0,Unf,1.0,180.0,0,0,119000,83,0.0,1
1608,50,RL,75.0,12508,IR1,Inside,Mitchel,1.5Fin,6,1985,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,Gd,Mn,ALQ,660.0,Ex,983,767,1750,4,1,TA,7,0,0,Attchd,1989.0,Unf,1.0,423.0,245,0,160000,68,1.0,2
1087,60,RL,62.0,7415,IR1,Inside,Gilbert,2Story,6,2004,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,GLQ,759.0,Ex,864,729,1593,3,1,TA,8,1,TA,Attchd,2004.0,Fin,2.0,398.0,100,75,193000,4,1.0,3
1774,60,RL,88.0,11762,Reg,Inside,NoRidge,2Story,8,1993,Gable,VinylSd,VinylSd,BrkFace,309.0,Gd,PConc,Ex,No,GLQ,335.0,Ex,1105,1097,2202,4,1,Gd,9,1,TA,Attchd,1992.0,RFn,2.0,517.0,0,65,263000,15,1.0,3
2816,20,RL,65.0,8767,IR1,Inside,CollgCr,1Story,7,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,24.0,Ex,1310,0,1310,3,1,Gd,6,1,Gd,Attchd,2005.0,Fin,2.0,400.0,0,0,164990,1,0.0,2
2194,20,RL,60.0,8190,Reg,Inside,Edwards,1Story,4,1954,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,732.0,Ex,948,0,948,3,1,TA,5,1,TA,Detchd,1956.0,Unf,1.0,280.0,0,36,119000,53,1.0,1
523,20,FV,75.0,7500,Reg,Inside,Somerst,1Story,8,2007,Gable,VinylSd,VinylSd,Stone,238.0,Gd,PConc,Gd,No,GLQ,24.0,Ex,1448,0,1448,2,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2.0,692.0,0,140,238500,3,0.0,2
2767,20,RL,62.0,70761,IR1,Inside,ClearCr,1Story,7,1975,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,Gd,ALQ,655.0,TA,1533,0,1533,2,1,Gd,5,2,TA,Attchd,1975.0,Unf,2.0,576.0,200,54,280000,31,1.0,2
1837,120,FV,32.0,3784,IR1,Inside,Somerst,1Story,8,2007,Gable,VinylSd,VinylSd,Stone,36.0,Gd,PConc,Gd,No,GLQ,60.0,Ex,1565,0,1565,2,1,Gd,5,0,0,Attchd,2006.0,Fin,2.0,476.0,0,120,193800,1,1.0,2
2284,120,RM,44.0,4224,Reg,Inside,MeadowV,1Story,5,1976,Gable,CemntBd,CmentBd,None,0.0,TA,PConc,Gd,No,GLQ,840.0,TA,1060,0,1060,3,1,TA,6,1,TA,Attchd,1976.0,Unf,2.0,572.0,100,110,129900,31,1.0,1
1434,20,RL,57.0,9245,IR2,Inside,CollgCr,1Story,5,1995,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,686.0,Ex,990,0,990,3,1,TA,5,0,0,Detchd,1996.0,Unf,2.0,672.0,0,0,145000,14,1.0,1
2794,20,RL,69.05520046484602,14781,IR2,CulDSac,CollgCr,1Story,8,2002,Hip,VinylSd,VinylSd,BrkFace,178.0,Gd,PConc,Gd,Gd,Unf,0.0,Ex,1787,0,1787,3,1,Gd,7,1,TA,Attchd,2001.0,RFn,3.0,748.0,198,150,275000,5,0.0,2
794,20,RL,62.0,7440,Reg,Inside,Edwards,1Story,5,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Gd,No,BLQ,173.0,TA,1089,0,1089,3,1,TA,5,1,Gd,Detchd,1954.0,RFn,1.0,252.0,328,0,125000,55,1.0,1
708,30,RM,62.0,7404,Reg,Corner,OldTown,1Story,4,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,No,Unf,0.0,TA,861,0,861,2,1,TA,5,0,0,Detchd,1920.0,Unf,2.0,288.0,0,0,80000,89,0.0,1
286,30,RL,67.0,4853,Reg,Inside,SWISU,1Story,5,1999,Gable,MetalSd,VinylSd,BrkFace,203.0,TA,BrkTil,TA,Mn,Rec,133.0,Fa,1296,0,1296,2,1,Fa,5,1,Gd,Detchd,1979.0,Unf,1.0,260.0,0,0,104000,86,0.0,2
62,20,RL,59.0,10593,IR1,Inside,NoRidge,1Story,7,1996,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,PConc,Gd,No,GLQ,919.0,Ex,1720,0,1720,3,1,Gd,7,1,TA,Attchd,1996.0,Fin,2.0,527.0,240,56,260400,14,1.0,2
1647,60,RL,78.0,12090,Reg,Inside,NWAmes,2Story,7,2003,Gable,MetalSd,MetalSd,BrkFace,306.0,Gd,CBlock,Gd,No,ALQ,321.0,Ex,725,754,1479,3,1,Gd,6,1,TA,Attchd,1981.0,RFn,2.0,484.0,167,72,176000,26,0.0,3
2054,20,RL,69.05520046484602,11677,IR1,Inside,Sawyer,1Story,5,1966,Gable,HdBoard,HdBoard,BrkFace,442.0,TA,CBlock,TA,Av,Rec,249.0,TA,1040,0,1040,3,1,TA,6,0,0,Attchd,1966.0,RFn,1.0,264.0,0,90,123000,41,1.0,1
1102,60,RL,69.05520046484602,11000,Reg,FR2,NoRidge,2Story,9,2000,Hip,VinylSd,VinylSd,BrkFace,295.0,Gd,PConc,Ex,Mn,Unf,0.0,Ex,1533,639,2172,4,1,Ex,8,1,TA,BuiltIn,2000.0,RFn,3.0,687.0,162,153,291000,8,0.0,3
654,20,RL,50.0,8000,Reg,Inside,NAmes,1Story,6,2002,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,680.0,Ex,972,0,972,2,1,TA,5,1,Gd,Detchd,1948.0,Unf,1.0,240.0,0,0,132000,61,1.0,1
1089,60,RL,51.0,8029,IR1,Inside,Gilbert,2Story,6,2005,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Ex,728,728,1456,3,1,Gd,8,0,0,Attchd,2005.0,Fin,2.0,400.0,100,24,176000,3,0.0,3
604,20,RL,69.05520046484602,13495,IR1,Corner,NAmes,1Story,5,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,CBlock,TA,No,BLQ,625.0,Fa,1728,0,1728,3,1,TA,7,1,Gd,Detchd,1956.0,Unf,2.0,576.0,0,99,177625,53,1.0,2
2838,50,RL,60.0,9738,Reg,Inside,Edwards,1.5Fin,5,1950,Gable,AsbShng,AsbShng,None,0.0,TA,BrkTil,TA,No,BLQ,392.0,Gd,949,272,1221,4,1,TA,7,0,0,Attchd,1965.0,Unf,1.0,392.0,0,0,104900,82,1.0,1
2777,60,RL,68.0,9272,IR1,Inside,CollgCr,2Story,7,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,500.0,Ex,856,893,1749,3,1,Gd,7,0,0,Attchd,1999.0,RFn,2.0,515.0,140,85,196000,7,0.0,3
1723,120,RL,48.0,7841,IR1,Inside,NridgHt,1Story,9,2005,Hip,MetalSd,MetalSd,BrkFace,394.0,Ex,PConc,Ex,No,GLQ,848.0,Ex,1577,0,1577,2,1,Ex,6,1,Gd,Attchd,2005.0,RFn,2.0,564.0,203,39,280000,2,1.0,2
349,80,RL,69.05520046484602,8530,IR1,Inside,Gilbert,SLvl,7,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,TA,PConc,Gd,No,Unf,0.0,Gd,804,670,1474,3,1,TA,7,1,TA,BuiltIn,1995.0,Fin,2.0,400.0,120,72,168500,14,0.0,3
2313,60,RL,69.05520046484602,13041,IR2,Inside,Gilbert,2Story,6,1995,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,No,Unf,0.0,Gd,781,890,1671,3,1,TA,7,1,TA,Attchd,1995.0,Fin,2.0,423.0,0,84,170000,11,0.0,3
1346,50,RM,52.0,6240,Reg,Inside,BrkSide,1.5Fin,7,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,Rec,300.0,TA,1245,764,2009,4,1,TA,7,1,Gd,Detchd,1939.0,Unf,2.0,400.0,0,20,150000,69,0.0,2
2770,20,RL,95.0,13015,Reg,Corner,CollgCr,1Story,5,1996,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Ex,1100,0,1100,3,1,TA,5,0,0,Attchd,1996.0,RFn,2.0,462.0,0,0,145000,10,0.0,2
2923,90,RL,63.0,9297,Reg,Inside,Mitchel,1Story,5,1976,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,1606.0,TA,1728,0,1728,4,2,TA,8,0,0,Detchd,1976.0,Unf,2.0,560.0,0,0,188000,30,2.0,2
1619,60,RL,57.0,8773,IR1,Inside,Gilbert,2Story,6,1997,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,Unf,0.0,Gd,916,684,1600,3,1,TA,7,1,TA,Attchd,1997.0,Fin,2.0,460.0,100,38,169000,10,0.0,3
2178,20,RL,74.0,8536,Reg,Corner,Edwards,1Story,5,2007,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0.0,Gd,1125,0,1125,2,1,TA,5,0,0,Attchd,2007.0,Unf,2.0,430.0,80,64,155000,1,0.0,2
1160,120,FV,59.0,4282,IR2,Inside,Somerst,1Story,7,2004,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,Mn,GLQ,16.0,Ex,1391,0,1391,2,1,Gd,5,0,0,Attchd,2004.0,RFn,2.0,530.0,156,158,196000,4,0.0,2
1755,60,RL,69.05520046484602,8740,IR1,Inside,Gilbert,2Story,7,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,574.0,Ex,864,1131,1995,4,1,Gd,8,1,Gd,BuiltIn,2002.0,Fin,2.0,435.0,264,48,219500,5,0.0,3
2412,60,RL,65.0,10237,Reg,Inside,Gilbert,2Story,6,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0.0,Ex,728,728,1456,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,2.0,390.0,0,24,170440,1,0.0,3
889,60,RL,75.0,7950,IR1,Corner,Edwards,2Story,6,1977,Hip,HdBoard,Plywood,BrkFace,140.0,TA,CBlock,TA,No,BLQ,535.0,TA,698,728,1426,3,1,TA,6,0,0,Attchd,1977.0,Fin,2.0,440.0,252,0,159500,32,0.0,2
2181,20,RL,128.0,39290,IR1,Inside,Edwards,1Story,10,2009,Hip,CemntBd,CmentBd,Stone,1224.0,Ex,PConc,Ex,Gd,GLQ,4010.0,Ex,5095,0,5095,2,1,Ex,15,2,Gd,Attchd,2008.0,Fin,3.0,1154.0,546,484,183850,-1,2.0,3
1186,20,RL,80.0,10400,Reg,Inside,NWAmes,1Story,7,1970,Hip,Plywood,Plywood,BrkFace,288.0,TA,PConc,TA,No,Unf,0.0,Gd,1682,0,1682,3,1,TA,7,1,Gd,Attchd,1970.0,Unf,2.0,530.0,98,0,174000,38,0.0,2
1613,20,RL,85.0,10628,Reg,Inside,NAmes,1Story,7,1970,Flat,Plywood,Plywood,None,0.0,TA,CBlock,TA,Gd,GLQ,778.0,TA,1277,0,1277,2,1,TA,5,1,Po,Attchd,1970.0,Unf,2.0,526.0,0,0,167000,37,1.0,1
411,160,RL,24.0,2280,Reg,FR2,NPkVill,2Story,6,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,Gd,No,ALQ,566.0,TA,855,601,1456,3,1,TA,7,1,TA,Attchd,1976.0,Unf,2.0,440.0,87,0,148500,33,0.0,3
548,160,RL,75.0,10762,Reg,Corner,SawyerW,2Story,6,1980,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,No,Unf,0.0,TA,626,591,1217,3,1,TA,6,1,TA,Attchd,1980.0,RFn,1.0,288.0,0,28,120000,29,0.0,2
2179,20,RL,60.0,7024,Reg,Inside,Edwards,1Story,5,2006,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Ex,No,ALQ,980.0,Gd,1090,0,1090,2,1,TA,5,0,0,Attchd,2005.0,Fin,2.0,450.0,0,49,157000,2,1.0,2
2746,50,RL,50.0,7585,Reg,Inside,Edwards,1.5Fin,5,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,Fa,Mn,Unf,0.0,Fa,1002,454,1456,4,1,TA,7,1,TA,Detchd,1954.0,Unf,1.0,280.0,0,0,91500,58,2.0,1
2168,20,RL,70.0,9170,Reg,Corner,Edwards,1Story,5,1965,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,698.0,Ex,1214,0,1214,2,1,TA,6,0,0,Detchd,1965.0,Unf,2.0,461.0,0,0,140000,42,1.0,1
